From,To,Profile,Category,TollCost
1425,8003,T1,1,159.26
1425,8004,T1,1,159.26
1425,8006,T1,1,159.26
1425,8007,T1,1,159.26
1425,8008,T1,1,159.26
1425,8009,T1,1,159.26
1425,8011,T1,1,159.26
1425,8012,T1,1,159.26
1425,8013,T1,1,159.26
1425,8014,T1,1,159.26
1425,8015,T1,1,159.26
1425,8017,T1,1,159.26
1425,8018,T1,1,159.26
1425,8019,T1,1,159.26
1425,8020,T1,1,159.26
1425,8021,T1,1,159.26
1425,8023,T1,1,159.26
1425,8024,T1,1,159.26
1425,8025,T1,1,159.26
1425,8026,T1,1,159.26
1425,90005,T1,1,68
1425,90006,T1,1,68
1425,AMAZON,T1,1,0
1425,AVA,T1,1,159.26
1425,BAKKAFROST,T1,1,24.72
1425,CancelDuetoHours,T1,1,44
1425,CarrierCancel,T1,1,44
1425,CarrierLateCancel,T1,1,44
1425,CHEP,T1,1,44
1425,CiboVita,T1,1,24.72
1425,Congressional,T1,1,68
1425,DOT,T1,1,35
1425,FLEX1,T1,1,44
1425,FLEX2,T1,1,44
1425,FLEX3,T1,1,44
1425,LASSONDE,T1,1,0
1425,ONEBANANA,T1,1,37.5
1425,PREMIO,T1,1,31.93
1425,PREMIUMWATER,T1,1,22.5
1425,Purina Allentown,T1,1,35.25
1425,Purina Mechanicsburg,T1,1,115.35
1425,Standby(Overspill),T1,1,44
1425,TONU,T1,1,44
1425,TONULate,T1,1,44
1425,US0007,T1,1,44
1429,1023,T1,1,31.5
1429,1035,T1,1,22.5
1429,1081,T1,1,46.5
1429,1091,T1,1,0
1429,1094,T1,1,0
1429,1096,T1,1,22.5
1429,1119,T1,1,0
1429,1129,T1,1,32.5
1429,1134,T1,1,0
1429,1138,T1,1,46.5
1429,1162,T1,1,0
1429,1166,T1,1,27.75
1429,1176,T1,1,0
1429,1177,T1,1,9.79
1429,1203,T1,1,22.5
1429,1246,T1,1,46.5
1429,1250,T1,1,22.5
1429,1342,T1,1,0
1429,1352,T1,1,46.5
1429,1372,T1,1,108.6
1429,1407,T1,1,31.5
1429,1410,T1,1,37.81
1429,1411,T1,1,30.2
1429,1414,T1,1,0
1429,1423,T1,1,0
1429,1425,T1,1,0
1429,1429,T1,1,0
1429,1431,T1,1,0
1429,1433,T1,1,0
1429,1434,T1,1,0
1429,1440,T1,1,31.93
1429,1442,T1,1,46.5
1429,1443,T1,1,29.26
1429,1448,T1,1,37.81
1429,1449,T1,1,31.93
1429,1454,T1,1,0
1429,1463,T1,1,0
1429,1467,T1,1,0
1429,1473,T1,1,165.14
1429,1482,T1,1,31.93
1429,1484,T1,1,46.5
1429,1499,T1,1,165.14
1429,1503,T1,1,165.14
1429,1506,T1,1,22.5
1429,1507,T1,1,136.85
1429,1516,T1,1,39.5
1429,1527,T1,1,0
1429,1531,T1,1,165.14
1429,1545,T1,1,9.79
1429,1559,T1,1,165.14
1429,1561,T1,1,140.93
1429,1564,T1,1,165.14
1429,1566,T1,1,96
1429,1567,T1,1,132.81
1429,1571,T1,1,165.14
1429,1572,T1,1,165.14
1429,1574,T1,1,165.14
1429,1576,T1,1,165.14
1429,1579,T1,1,165.14
1429,1580,T1,1,165.14
1429,1581,T1,1,37.81
1429,1590,T1,1,165.14
1429,1592,T1,1,165.14
1429,48FORTY,T1,1,104.7
1429,8001,T1,1,165.14
1429,8002,T1,1,165.14
1429,8003,T1,1,165.14
1429,8004,T1,1,165.14
1429,8006,T1,1,165.14
1429,8007,T1,1,165.14
1429,8008,T1,1,165.14
1429,8009,T1,1,165.14
1429,8011,T1,1,165.14
1429,8012,T1,1,165.14
1429,8013,T1,1,165.14
1429,8014,T1,1,165.14
1429,8015,T1,1,165.14
1429,8017,T1,1,165.14
1429,8018,T1,1,165.14
1429,8019,T1,1,165.14
1429,8020,T1,1,165.14
1429,8021,T1,1,165.14
1429,8023,T1,1,165.14
1429,8024,T1,1,165.14
1429,8025,T1,1,165.14
1429,8026,T1,1,165.14
1429,90005,T1,1,55.5
1429,90006,T1,1,55.5
1429,AMAZON,T1,1,0
1429,AVA,T1,1,165.14
1429,BAKKAFROST,T1,1,31.93
1429,CancelDuetoHours,T1,1,31.5
1429,CarrierCancel,T1,1,31.5
1429,CarrierLateCancel,T1,1,31.5
1429,CHEP,T1,1,31.5
1429,CiboVita,T1,1,0
1429,Congressional,T1,1,55.5
1429,DOT,T1,1,22.5
1429,FLEX1,T1,1,31.5
1429,FLEX2,T1,1,31.5
1429,FLEX3,T1,1,31.5
1429,LASSONDE,T1,1,0
1429,ONEBANANA,T1,1,22.5
1429,PREMIO,T1,1,37.81
1429,PREMIUMWATER,T1,1,62.7
1429,Purina Allentown,T1,1,22.5
1429,Purina Mechanicsburg,T1,1,96
1429,Standby(Overspill),T1,1,31.5
1429,TONU,T1,1,31.5
1429,TONULate,T1,1,31.5
1429,US0007,T1,1,31.5
1431,1023,T1,1,48.85
1431,1035,T1,1,37.5
1431,1081,T1,1,37.5
1431,1091,T1,1,0
1431,1094,T1,1,0
1431,1096,T1,1,54.5
1431,1119,T1,1,31.93
1431,1129,T1,1,49.85
1431,1134,T1,1,19.99
1431,1138,T1,1,37.5
1431,1162,T1,1,0
1431,1166,T1,1,45.1
1431,1176,T1,1,0
1431,1177,T1,1,13.25
1431,1203,T1,1,37.5
1431,1246,T1,1,37.5
1431,1250,T1,1,37.5
1431,1342,T1,1,0
1431,1352,T1,1,37.5
1431,1372,T1,1,126.93
1431,1407,T1,1,48.85
1431,1410,T1,1,54.85
1431,1411,T1,1,45.2
1431,1414,T1,1,0
1431,1423,T1,1,0
1431,1425,T1,1,0
1431,1429,T1,1,0
1431,1431,T1,1,0
1431,1433,T1,1,31.93
1431,1434,T1,1,0
1431,1440,T1,1,48.88
1431,1442,T1,1,37.5
1431,1443,T1,1,46.87
1431,1448,T1,1,54.85
1431,1449,T1,1,48.88
1431,1454,T1,1,0
1431,1463,T1,1,0
1431,1467,T1,1,0
1431,1473,T1,1,182.18
1431,1482,T1,1,48.88
1431,1484,T1,1,37.5
1431,1499,T1,1,182.18
1431,1503,T1,1,182.18
1431,1506,T1,1,37.5
1431,1507,T1,1,153.89
1431,1516,T1,1,37.5
1431,1527,T1,1,0
1431,1531,T1,1,182.18
1431,1545,T1,1,13.25
1431,1559,T1,1,182.18
1431,1561,T1,1,159.26
1431,1564,T1,1,182.18
1431,1566,T1,1,37.5
1431,1567,T1,1,149.85
1431,1571,T1,1,182.18
1431,1572,T1,1,182.18
1431,1574,T1,1,182.18
1431,1576,T1,1,182.18
1431,1579,T1,1,182.18
1431,1580,T1,1,182.18
1431,1581,T1,1,54.85
1431,1590,T1,1,182.18
1431,1592,T1,1,182.18
1431,48FORTY,T1,1,37.5
1431,8001,T1,1,182.18
1431,8002,T1,1,182.18
1431,8003,T1,1,182.18
1431,8004,T1,1,182.18
1431,8006,T1,1,182.18
1431,8007,T1,1,182.18
1431,8008,T1,1,182.18
1431,8009,T1,1,182.18
1431,8011,T1,1,182.18
1431,8012,T1,1,182.18
1431,8013,T1,1,182.18
1431,8014,T1,1,182.18
1431,8015,T1,1,182.18
1431,8017,T1,1,182.18
1431,8018,T1,1,182.18
1431,8019,T1,1,182.18
1431,8020,T1,1,182.18
1431,8021,T1,1,182.18
1431,8023,T1,1,182.18
1431,8024,T1,1,182.18
1431,8025,T1,1,182.18
1431,8026,T1,1,182.18
1431,90005,T1,1,72.85
1431,90006,T1,1,72.85
1431,AMAZON,T1,1,0
1431,AVA,T1,1,182.18
1431,BAKKAFROST,T1,1,48.88
1431,CancelDuetoHours,T1,1,48.85
1431,CarrierCancel,T1,1,48.85
1431,CarrierLateCancel,T1,1,48.85
1431,CHEP,T1,1,48.85
1431,CiboVita,T1,1,48.88
1431,Congressional,T1,1,72.85
1431,DOT,T1,1,39.85
1431,FLEX1,T1,1,48.85
1431,FLEX2,T1,1,48.85
1431,FLEX3,T1,1,48.85
1431,LASSONDE,T1,1,0
1431,ONEBANANA,T1,1,37.5
1431,PREMIO,T1,1,54.85
1431,PREMIUMWATER,T1,1,61.5
1431,Purina Allentown,T1,1,37.5
1431,Purina Mechanicsburg,T1,1,37.5
1431,Standby(Overspill),T1,1,48.85
1431,TONU,T1,1,48.85
1431,TONULate,T1,1,48.85
1431,US0007,T1,1,48.85
1433,1023,T1,1,31.5
1433,1035,T1,1,22.5
1433,1081,T1,1,22.5
1433,1091,T1,1,0
1433,1094,T1,1,0
1433,1096,T1,1,22.5
1433,1119,T1,1,0
1433,1129,T1,1,76.93
1433,1134,T1,1,0
1433,1138,T1,1,22.5
1433,1162,T1,1,0
1433,1166,T1,1,72.18
1433,1176,T1,1,0
1433,1177,T1,1,0
1433,1203,T1,1,22.5
1433,1246,T1,1,22.5
1433,1250,T1,1,22.5
1433,1342,T1,1,18.13
1433,1352,T1,1,22.5
1433,1372,T1,1,95
1433,1407,T1,1,31.5
1433,1410,T1,1,13.39
1433,1411,T1,1,22.5
1433,1414,T1,1,0
1433,1423,T1,1,0
1433,1425,T1,1,0
1433,1429,T1,1,0
1433,1431,T1,1,0
1433,1433,T1,1,0
1433,1434,T1,1,0
1433,1440,T1,1,0
1433,1442,T1,1,22.5
1433,1443,T1,1,8.71
1433,1448,T1,1,13.39
1433,1449,T1,1,7.42
1433,1454,T1,1,0
1433,1463,T1,1,9.79
1433,1467,T1,1,0
1433,1473,T1,1,144.12
1433,1482,T1,1,0
1433,1484,T1,1,39.5
1433,1499,T1,1,140.72
1433,1503,T1,1,144.12
1433,1506,T1,1,22.5
1433,1507,T1,1,115.83
1433,1516,T1,1,22.5
1433,1527,T1,1,0
1433,1531,T1,1,144.12
1433,1545,T1,1,0
1433,1559,T1,1,140.72
1433,1561,T1,1,127.33
1433,1564,T1,1,140.72
1433,1566,T1,1,22.5
1433,1567,T1,1,111.79
1433,1571,T1,1,140.72
1433,1572,T1,1,140.72
1433,1574,T1,1,140.72
1433,1576,T1,1,144.12
1433,1579,T1,1,140.72
1433,1580,T1,1,140.72
1433,1581,T1,1,13.39
1433,1590,T1,1,140.72
1433,1592,T1,1,140.72
1433,48FORTY,T1,1,22.5
1433,8001,T1,1,140.72
1433,8002,T1,1,140.72
1433,8003,T1,1,144.12
1433,8004,T1,1,144.12
1433,8006,T1,1,144.12
1433,8007,T1,1,140.72
1433,8008,T1,1,144.12
1433,8009,T1,1,144.12
1433,8011,T1,1,140.72
1433,8012,T1,1,144.12
1433,8013,T1,1,144.12
1433,8014,T1,1,144.12
1433,8015,T1,1,140.72
1433,8017,T1,1,144.12
1433,8018,T1,1,140.72
1433,8019,T1,1,144.12
1433,8020,T1,1,140.72
1433,8021,T1,1,144.12
1433,8023,T1,1,144.12
1433,8024,T1,1,140.72
1433,8025,T1,1,144.12
1433,8026,T1,1,140.72
1433,90005,T1,1,55.5
1433,90006,T1,1,55.5
1433,AMAZON,T1,1,0
1433,AVA,T1,1,144.12
1433,BAKKAFROST,T1,1,0
1433,CancelDuetoHours,T1,1,31.5
1433,CarrierCancel,T1,1,31.5
1433,CarrierLateCancel,T1,1,31.5
1433,CHEP,T1,1,22.5
1433,CiboVita,T1,1,0
1433,Congressional,T1,1,55.5
1433,DOT,T1,1,66.93
1433,FLEX1,T1,1,31.5
1433,FLEX2,T1,1,31.5
1433,FLEX3,T1,1,31.5
1433,LASSONDE,T1,1,26.27
1433,ONEBANANA,T1,1,22.5
1433,PREMIO,T1,1,0
1433,PREMIUMWATER,T1,1,22.5
1433,Purina Allentown,T1,1,22.5
1433,Purina Mechanicsburg,T1,1,22.5
1433,Standby(Overspill),T1,1,31.5
1433,TONU,T1,1,31.5
1433,TONULate,T1,1,31.5
1433,US0007,T1,1,31.5
1434,1023,T1,1,31.5
1434,1035,T1,1,22.5
1434,1081,T1,1,46.5
1434,1091,T1,1,0
1434,1094,T1,1,0
1434,1096,T1,1,22.5
1434,1119,T1,1,0
1434,1129,T1,1,45
1434,1134,T1,1,0
1434,1138,T1,1,46.5
1434,1162,T1,1,0
1434,1166,T1,1,40.25
1434,1176,T1,1,0
1434,1177,T1,1,0
1434,1203,T1,1,22.5
1434,1246,T1,1,46.5
1434,1250,T1,1,22.5
1434,1342,T1,1,0
1434,1352,T1,1,46.5
1434,1372,T1,1,108.6
1434,1407,T1,1,31.5
1434,1410,T1,1,37.81
1434,1411,T1,1,30.2
1434,1414,T1,1,0
1434,1423,T1,1,0
1434,1425,T1,1,0
1434,1429,T1,1,0
1434,1431,T1,1,0
1434,1433,T1,1,0
1434,1434,T1,1,0
1434,1440,T1,1,31.93
1434,1442,T1,1,46.5
1434,1443,T1,1,29.26
1434,1448,T1,1,37.81
1434,1449,T1,1,31.93
1434,1454,T1,1,0
1434,1463,T1,1,9.79
1434,1467,T1,1,0
1434,1473,T1,1,165.14
1434,1482,T1,1,31.93
1434,1484,T1,1,46.5
1434,1499,T1,1,165.14
1434,1503,T1,1,165.14
1434,1506,T1,1,22.5
1434,1507,T1,1,136.85
1434,1516,T1,1,39.5
1434,1527,T1,1,0
1434,1531,T1,1,165.14
1434,1545,T1,1,0
1434,1559,T1,1,165.14
1434,1561,T1,1,140.93
1434,1564,T1,1,165.14
1434,1566,T1,1,22.5
1434,1567,T1,1,132.81
1434,1571,T1,1,165.14
1434,1572,T1,1,165.14
1434,1574,T1,1,165.14
1434,1576,T1,1,165.14
1434,1579,T1,1,165.14
1434,1580,T1,1,165.14
1434,1581,T1,1,37.81
1434,1590,T1,1,165.14
1434,1592,T1,1,165.14
1434,48FORTY,T1,1,22.5
1434,8001,T1,1,165.14
1434,8002,T1,1,165.14
1434,8003,T1,1,165.14
1434,8004,T1,1,165.14
1434,8006,T1,1,165.14
1434,8007,T1,1,165.14
1434,8008,T1,1,165.14
1434,8009,T1,1,165.14
1434,8011,T1,1,165.14
1434,8012,T1,1,165.14
1434,8013,T1,1,165.14
1434,8014,T1,1,165.14
1434,8015,T1,1,165.14
1434,8017,T1,1,165.14
1434,8018,T1,1,165.14
1434,8019,T1,1,165.14
1434,8020,T1,1,165.14
1434,8021,T1,1,165.14
1434,8023,T1,1,165.14
1434,8024,T1,1,165.14
1434,8025,T1,1,165.14
1434,8026,T1,1,165.14
1434,90005,T1,1,55.5
1434,90006,T1,1,55.5
1434,AMAZON,T1,1,0
1434,AVA,T1,1,165.14
1434,BAKKAFROST,T1,1,31.93
1434,CancelDuetoHours,T1,1,31.5
1434,CarrierCancel,T1,1,31.5
1434,CarrierLateCancel,T1,1,31.5
1434,CHEP,T1,1,22.5
1434,CiboVita,T1,1,31.93
1434,Congressional,T1,1,55.5
1434,DOT,T1,1,35
1434,FLEX1,T1,1,31.5
1434,FLEX2,T1,1,31.5
1434,FLEX3,T1,1,31.5
1434,LASSONDE,T1,1,0
1434,ONEBANANA,T1,1,22.5
1434,PREMIO,T1,1,37.81
1434,PREMIUMWATER,T1,1,22.5
1434,Purina Allentown,T1,1,22.5
1434,Purina Mechanicsburg,T1,1,22.5
1434,Standby(Overspill),T1,1,31.5
1434,TONU,T1,1,31.5
1434,TONULate,T1,1,31.5
1434,US0007,T1,1,31.5
1440,1023,T1,1,106.68
1440,1035,T1,1,74.91
1440,1081,T1,1,22.5
1440,1091,T1,1,45.48
1440,1094,T1,1,48.88
1440,1096,T1,1,22.5
1440,1119,T1,1,0
1440,1129,T1,1,107.68
1440,1134,T1,1,24.72
1440,1138,T1,1,22.5
1440,1162,T1,1,48.88
1440,1166,T1,1,102.93
1440,1176,T1,1,24.72
1440,1177,T1,1,24.72
1440,1203,T1,1,74.91
1440,1246,T1,1,22.5
1440,1250,T1,1,54.43
1440,1342,T1,1,49.81
1440,1352,T1,1,22.5
1440,1372,T1,1,112.15
1440,1407,T1,1,106.68
1440,1410,T1,1,0
1440,1411,T1,1,22.5
1440,1414,T1,1,24.72
1440,1423,T1,1,17.15
1440,1425,T1,1,24.72
1440,1429,T1,1,31.93
1440,1431,T1,1,48.88
1440,1433,T1,1,0
1440,1434,T1,1,31.93
1440,1440,T1,1,0
1440,1442,T1,1,22.5
1440,1443,T1,1,19.63
1440,1448,T1,1,0
1440,1449,T1,1,0
1440,1454,T1,1,0
1440,1463,T1,1,34.51
1440,1467,T1,1,0
1440,1473,T1,1,127.33
1440,1482,T1,1,0
1440,1484,T1,1,78.43
1440,1499,T1,1,127.33
1440,1503,T1,1,127.33
1440,1506,T1,1,74.91
1440,1507,T1,1,99.04
1440,1516,T1,1,22.5
1440,1527,T1,1,0
1440,1531,T1,1,127.33
1440,1545,T1,1,24.72
1440,1559,T1,1,127.33
1440,1561,T1,1,127.33
1440,1564,T1,1,127.33
1440,1566,T1,1,22.5
1440,1567,T1,1,95
1440,1571,T1,1,127.33
1440,1572,T1,1,127.33
1440,1574,T1,1,127.33
1440,1576,T1,1,127.33
1440,1579,T1,1,127.33
1440,1580,T1,1,127.33
1440,1581,T1,1,0
1440,1590,T1,1,127.33
1440,1592,T1,1,127.33
1440,48FORTY,T1,1,22.5
1440,8001,T1,1,127.33
1440,8002,T1,1,127.33
1440,8003,T1,1,127.33
1440,8004,T1,1,127.33
1440,8006,T1,1,127.33
1440,8007,T1,1,127.33
1440,8008,T1,1,127.33
1440,8009,T1,1,127.33
1440,8011,T1,1,127.33
1440,8012,T1,1,127.33
1440,8013,T1,1,127.33
1440,8014,T1,1,127.33
1440,8015,T1,1,127.33
1440,8017,T1,1,127.33
1440,8018,T1,1,127.33
1440,8019,T1,1,127.33
1440,8020,T1,1,127.33
1440,8021,T1,1,127.33
1440,8023,T1,1,127.33
1440,8024,T1,1,127.33
1440,8025,T1,1,127.33
1440,8026,T1,1,127.33
1440,90005,T1,1,130.68
1440,90006,T1,1,130.68
1440,AMAZON,T1,1,48.88
1440,AVA,T1,1,127.33
1440,BAKKAFROST,T1,1,0
1440,CancelDuetoHours,T1,1,106.68
1440,CarrierCancel,T1,1,106.68
1440,CarrierLateCancel,T1,1,106.68
1440,CHEP,T1,1,22.5
1440,CiboVita,T1,1,0
1440,Congressional,T1,1,130.68
1440,DOT,T1,1,97.68
1440,FLEX1,T1,1,106.68
1440,FLEX2,T1,1,106.68
1440,FLEX3,T1,1,106.68
1440,LASSONDE,T1,1,57.63
1440,ONEBANANA,T1,1,74.91
1440,PREMIO,T1,1,0
1440,PREMIUMWATER,T1,1,22.5
1440,Purina Allentown,T1,1,22.5
1440,Purina Mechanicsburg,T1,1,22.5
1440,Standby(Overspill),T1,1,106.68
1440,TONU,T1,1,106.68
1440,TONULate,T1,1,106.68
1440,US0007,T1,1,106.68
1442,1023,T1,1,17.9
1442,1035,T1,1,0
1442,1081,T1,1,0
1442,1091,T1,1,0
1442,1094,T1,1,0
1442,1096,T1,1,0
1442,1119,T1,1,0
1442,1129,T1,1,18.9
1442,1134,T1,1,0
1442,1138,T1,1,0
1442,1162,T1,1,0
1442,1166,T1,1,14.15
1442,1176,T1,1,0
1442,1177,T1,1,47.4
1442,1203,T1,1,0
1442,1246,T1,1,0
1442,1250,T1,1,0
1442,1342,T1,1,0
1442,1352,T1,1,0
1442,1372,T1,1,102.42
1442,1407,T1,1,17.9
1442,1410,T1,1,16.79
1442,1411,T1,1,0
1442,1414,T1,1,34.15
1442,1423,T1,1,0
1442,1425,T1,1,34.15
1442,1429,T1,1,17
1442,1431,T1,1,0
1442,1433,T1,1,0
1442,1434,T1,1,0
1442,1440,T1,1,0
1442,1442,T1,1,0
1442,1443,T1,1,8.71
1442,1448,T1,1,0
1442,1449,T1,1,10.87
1442,1454,T1,1,0
1442,1463,T1,1,16
1442,1467,T1,1,0
1442,1473,T1,1,144.12
1442,1482,T1,1,0
1442,1484,T1,1,8.9
1442,1499,T1,1,144.12
1442,1503,T1,1,144.12
1442,1506,T1,1,0
1442,1507,T1,1,55.77
1442,1516,T1,1,0
1442,1527,T1,1,0
1442,1531,T1,1,144.12
1442,1545,T1,1,47.4
1442,1559,T1,1,144.12
1442,1561,T1,1,134.75
1442,1564,T1,1,144.12
1442,1566,T1,1,0
1442,1567,T1,1,111.79
1442,1571,T1,1,144.12
1442,1572,T1,1,144.12
1442,1574,T1,1,144.12
1442,1576,T1,1,144.12
1442,1579,T1,1,144.12
1442,1580,T1,1,144.12
1442,1581,T1,1,16.79
1442,1590,T1,1,144.12
1442,1592,T1,1,144.12
1442,48FORTY,T1,1,0
1442,8001,T1,1,144.12
1442,8002,T1,1,144.12
1442,8003,T1,1,144.12
1442,8004,T1,1,144.12
1442,8006,T1,1,144.12
1442,8007,T1,1,144.12
1442,8008,T1,1,144.12
1442,8009,T1,1,144.12
1442,8011,T1,1,144.12
1442,8012,T1,1,144.12
1442,8013,T1,1,144.12
1442,8014,T1,1,144.12
1442,8015,T1,1,144.12
1442,8017,T1,1,144.12
1442,8018,T1,1,144.12
1442,8019,T1,1,144.12
1442,8020,T1,1,144.12
1442,8021,T1,1,144.12
1442,8023,T1,1,144.12
1442,8024,T1,1,144.12
1442,8025,T1,1,144.12
1442,8026,T1,1,144.12
1442,90005,T1,1,0
1442,90006,T1,1,0
1442,AMAZON,T1,1,0
1442,AVA,T1,1,144.12
1442,BAKKAFROST,T1,1,0
1442,CancelDuetoHours,T1,1,17.9
1442,CarrierCancel,T1,1,17.9
1442,CarrierLateCancel,T1,1,17.9
1442,CHEP,T1,1,0
1442,CiboVita,T1,1,0
1442,Congressional,T1,1,0
1442,DOT,T1,1,8.9
1442,FLEX1,T1,1,17.9
1442,FLEX2,T1,1,17.9
1442,FLEX3,T1,1,17.9
1442,LASSONDE,T1,1,8.9
1442,ONEBANANA,T1,1,0
1442,PREMIO,T1,1,0
1442,PREMIUMWATER,T1,1,0
1442,Purina Allentown,T1,1,0
1442,Purina Mechanicsburg,T1,1,0
1442,Standby(Overspill),T1,1,17.9
1442,TONU,T1,1,17.9
1442,TONULate,T1,1,17.9
1442,US0007,T1,1,17.9
1443,1023,T1,1,104.88
1443,1035,T1,1,72.38
1443,1081,T1,1,31.21
1443,1091,T1,1,43.06
1443,1094,T1,1,46.87
1443,1096,T1,1,31.21
1443,1119,T1,1,8.71
1443,1129,T1,1,105.88
1443,1134,T1,1,23.9
1443,1138,T1,1,31.21
1443,1162,T1,1,46.87
1443,1166,T1,1,101.13
1443,1176,T1,1,23.9
1443,1177,T1,1,23.9
1443,1203,T1,1,72.38
1443,1246,T1,1,75.76
1443,1250,T1,1,51.76
1443,1342,T1,1,47.28
1443,1352,T1,1,31.21
1443,1372,T1,1,110.76
1443,1407,T1,1,104.88
1443,1410,T1,1,25.65
1443,1411,T1,1,31.21
1443,1414,T1,1,23.9
1443,1423,T1,1,15.76
1443,1425,T1,1,23.9
1443,1429,T1,1,29.26
1443,1431,T1,1,46.87
1443,1433,T1,1,8.71
1443,1434,T1,1,29.26
1443,1440,T1,1,19.63
1443,1442,T1,1,31.21
1443,1443,T1,1,0
1443,1448,T1,1,25.65
1443,1449,T1,1,0
1443,1454,T1,1,8.71
1443,1463,T1,1,33.69
1443,1467,T1,1,19.63
1443,1473,T1,1,152.98
1443,1482,T1,1,19.63
1443,1484,T1,1,75.76
1443,1499,T1,1,152.98
1443,1503,T1,1,152.98
1443,1506,T1,1,72.38
1443,1507,T1,1,124.69
1443,1516,T1,1,68.76
1443,1527,T1,1,8.71
1443,1531,T1,1,152.98
1443,1545,T1,1,23.9
1443,1559,T1,1,152.98
1443,1561,T1,1,143.09
1443,1564,T1,1,152.98
1443,1566,T1,1,31.21
1443,1567,T1,1,120.65
1443,1571,T1,1,152.98
1443,1572,T1,1,152.98
1443,1574,T1,1,152.98
1443,1576,T1,1,152.98
1443,1579,T1,1,152.98
1443,1580,T1,1,152.98
1443,1581,T1,1,25.65
1443,1590,T1,1,143.09
1443,1592,T1,1,152.98
1443,48FORTY,T1,1,31.21
1443,8001,T1,1,152.98
1443,8002,T1,1,152.98
1443,8003,T1,1,152.98
1443,8004,T1,1,152.98
1443,8006,T1,1,152.98
1443,8007,T1,1,152.98
1443,8008,T1,1,152.98
1443,8009,T1,1,152.98
1443,8011,T1,1,152.98
1443,8012,T1,1,152.98
1443,8013,T1,1,152.98
1443,8014,T1,1,152.98
1443,8015,T1,1,152.98
1443,8017,T1,1,152.98
1443,8018,T1,1,152.98
1443,8019,T1,1,152.98
1443,8020,T1,1,152.98
1443,8021,T1,1,152.98
1443,8023,T1,1,152.98
1443,8024,T1,1,152.98
1443,8025,T1,1,152.98
1443,8026,T1,1,152.98
1443,90005,T1,1,128.88
1443,90006,T1,1,128.88
1443,AMAZON,T1,1,46.87
1443,AVA,T1,1,152.98
1443,BAKKAFROST,T1,1,19.63
1443,CancelDuetoHours,T1,1,104.88
1443,CarrierCancel,T1,1,104.88
1443,CarrierLateCancel,T1,1,104.88
1443,CHEP,T1,1,31.21
1443,CiboVita,T1,1,19.63
1443,Congressional,T1,1,128.88
1443,DOT,T1,1,95.88
1443,FLEX1,T1,1,104.88
1443,FLEX2,T1,1,104.88
1443,FLEX3,T1,1,104.88
1443,LASSONDE,T1,1,55.52
1443,ONEBANANA,T1,1,72.38
1443,PREMIO,T1,1,25.65
1443,PREMIUMWATER,T1,1,31.21
1443,Purina Allentown,T1,1,31.21
1443,Purina Mechanicsburg,T1,1,31.21
1443,Standby(Overspill),T1,1,104.88
1443,TONU,T1,1,104.88
1443,TONULate,T1,1,104.88
1443,US0007,T1,1,104.88
1448,1023,T1,1,107.66
1448,1035,T1,1,80.62
1448,1081,T1,1,22.5
1448,1091,T1,1,51.4
1448,1094,T1,1,54.85
1448,1096,T1,1,22.5
1448,1119,T1,1,16.79
1448,1129,T1,1,108.66
1448,1134,T1,1,31.93
1448,1138,T1,1,22.5
1448,1162,T1,1,54.85
1448,1166,T1,1,103.91
1448,1176,T1,1,31.93
1448,1177,T1,1,31.93
1448,1203,T1,1,80.62
1448,1246,T1,1,22.5
1448,1250,T1,1,60.31
1448,1342,T1,1,55.52
1448,1352,T1,1,22.5
1448,1372,T1,1,119.11
1448,1407,T1,1,107.66
1448,1410,T1,1,0
1448,1411,T1,1,22.5
1448,1414,T1,1,31.93
1448,1423,T1,1,24.11
1448,1425,T1,1,31.93
1448,1429,T1,1,37.81
1448,1431,T1,1,54.85
1448,1433,T1,1,16.79
1448,1434,T1,1,37.81
1448,1440,T1,1,0
1448,1442,T1,1,22.5
1448,1443,T1,1,25.65
1448,1448,T1,1,0
1448,1449,T1,1,0
1448,1454,T1,1,0
1448,1463,T1,1,41.72
1448,1467,T1,1,13.5
1448,1473,T1,1,127.33
1448,1482,T1,1,0
1448,1484,T1,1,84.31
1448,1499,T1,1,127.33
1448,1503,T1,1,127.33
1448,1506,T1,1,80.62
1448,1507,T1,1,55.77
1448,1516,T1,1,77.31
1448,1527,T1,1,0
1448,1531,T1,1,127.33
1448,1545,T1,1,31.93
1448,1559,T1,1,127.33
1448,1561,T1,1,127.33
1448,1564,T1,1,127.33
1448,1566,T1,1,22.5
1448,1567,T1,1,95
1448,1571,T1,1,127.33
1448,1572,T1,1,127.33
1448,1574,T1,1,127.33
1448,1576,T1,1,127.33
1448,1579,T1,1,127.33
1448,1580,T1,1,127.33
1448,1581,T1,1,0
1448,1590,T1,1,127.33
1448,1592,T1,1,127.33
1448,48FORTY,T1,1,22.5
1448,8001,T1,1,127.33
1448,8002,T1,1,127.33
1448,8003,T1,1,127.33
1448,8004,T1,1,127.33
1448,8006,T1,1,127.33
1448,8007,T1,1,127.33
1448,8008,T1,1,127.33
1448,8009,T1,1,127.33
1448,8011,T1,1,127.33
1448,8012,T1,1,127.33
1448,8013,T1,1,127.33
1448,8014,T1,1,127.33
1448,8015,T1,1,127.33
1448,8017,T1,1,127.33
1448,8018,T1,1,127.33
1448,8019,T1,1,127.33
1448,8020,T1,1,127.33
1448,8021,T1,1,127.33
1448,8023,T1,1,127.33
1448,8024,T1,1,127.33
