From,To,Profile,Category,TollCost
1576,CHEP,T1,1,71.62
1576,CiboVita,T1,1,32.33
1576,Congressional,T1,1,163.99
1576,DOT,T1,1,130.99
1576,FLEX1,T1,1,139.99
1576,FLEX2,T1,1,139.99
1576,FLEX3,T1,1,139.99
1576,LASSONDE,T1,1,95.99
1576,ONEBANANA,T1,1,112.95
1576,PREMIO,T1,1,32.33
1576,PREMIUMWATER,T1,1,71.62
1576,Purina Allentown,T1,1,71.62
1576,Purina Mechanicsburg,T1,1,71.62
1576,Standby(Overspill),T1,1,139.99
1576,TONU,T1,1,139.99
1576,TONULate,T1,1,139.99
1576,US0007,T1,1,139.99
1579,1023,T1,1,107.66
1579,1035,T1,1,80.62
1579,1081,T1,1,39.29
1579,1091,T1,1,51.4
1579,1094,T1,1,54.85
1579,1096,T1,1,39.29
1579,1119,T1,1,16.79
1579,1129,T1,1,108.66
1579,1134,T1,1,31.93
1579,1138,T1,1,39.29
1579,1162,T1,1,54.85
1579,1166,T1,1,103.91
1579,1176,T1,1,31.93
1579,1177,T1,1,31.93
1579,1203,T1,1,80.62
1579,1246,T1,1,84.31
1579,1250,T1,1,60.31
1579,1342,T1,1,55.52
1579,1352,T1,1,39.29
1579,1372,T1,1,119.11
1579,1407,T1,1,107.66
1579,1410,T1,1,0
1579,1411,T1,1,39.29
1579,1414,T1,1,31.93
1579,1423,T1,1,24.11
1579,1425,T1,1,31.93
1579,1429,T1,1,37.81
1579,1431,T1,1,54.85
1579,1433,T1,1,16.79
1579,1434,T1,1,37.81
1579,1440,T1,1,0
1579,1442,T1,1,39.29
1579,1443,T1,1,25.65
1579,1448,T1,1,0
1579,1449,T1,1,0
1579,1454,T1,1,0
1579,1463,T1,1,41.72
1579,1467,T1,1,0
1579,1473,T1,1,32.33
1579,1482,T1,1,6.03
1579,1484,T1,1,84.31
1579,1499,T1,1,32.33
1579,1503,T1,1,32.33
1579,1506,T1,1,80.62
1579,1507,T1,1,4.04
1579,1516,T1,1,77.31
1579,1527,T1,1,10.87
1579,1531,T1,1,32.33
1579,1545,T1,1,31.93
1579,1559,T1,1,32.33
1579,1561,T1,1,32.33
1579,1564,T1,1,0
1579,1566,T1,1,39.29
1579,1567,T1,1,0
1579,1571,T1,1,0
1579,1572,T1,1,32.33
1579,1574,T1,1,0
1579,1576,T1,1,32.33
1579,1579,T1,1,0
1579,1580,T1,1,0
1579,1581,T1,1,0
1579,1590,T1,1,32.33
1579,1592,T1,1,0
1579,48FORTY,T1,1,39.29
1579,8001,T1,1,32.33
1579,8002,T1,1,32.33
1579,8003,T1,1,32.33
1579,8004,T1,1,32.33
1579,8006,T1,1,32.33
1579,8007,T1,1,32.33
1579,8008,T1,1,32.33
1579,8009,T1,1,32.33
1579,8011,T1,1,0
1579,8012,T1,1,32.33
1579,8013,T1,1,32.33
1579,8014,T1,1,32.33
1579,8015,T1,1,32.33
1579,8017,T1,1,32.33
1579,8018,T1,1,32.33
1579,8019,T1,1,32.33
1579,8020,T1,1,32.33
1579,8021,T1,1,32.33
1579,8023,T1,1,32.33
1579,8024,T1,1,32.33
1579,8025,T1,1,32.33
1579,8026,T1,1,32.33
1579,90005,T1,1,131.66
1579,90006,T1,1,131.66
1579,AMAZON,T1,1,54.85
1579,AVA,T1,1,32.33
1579,BAKKAFROST,T1,1,0
1579,CancelDuetoHours,T1,1,107.66
1579,CarrierCancel,T1,1,107.66
1579,CarrierLateCancel,T1,1,107.66
1579,CHEP,T1,1,39.29
1579,CiboVita,T1,1,0
1579,Congressional,T1,1,131.66
1579,DOT,T1,1,98.66
1579,FLEX1,T1,1,107.66
1579,FLEX2,T1,1,107.66
1579,FLEX3,T1,1,107.66
1579,LASSONDE,T1,1,63.66
1579,ONEBANANA,T1,1,80.62
1579,PREMIO,T1,1,0
1579,PREMIUMWATER,T1,1,39.29
1579,Purina Allentown,T1,1,39.29
1579,Purina Mechanicsburg,T1,1,39.29
1579,Standby(Overspill),T1,1,107.66
1579,TONU,T1,1,107.66
1579,TONULate,T1,1,107.66
1579,US0007,T1,1,107.66
1580,1023,T1,1,107.66
1580,1035,T1,1,80.62
1580,1081,T1,1,39.29
1580,1091,T1,1,51.4
1580,1094,T1,1,54.85
1580,1096,T1,1,39.29
1580,1119,T1,1,16.79
1580,1129,T1,1,108.66
1580,1134,T1,1,31.93
1580,1138,T1,1,39.29
1580,1162,T1,1,54.85
1580,1166,T1,1,103.91
1580,1176,T1,1,31.93
1580,1177,T1,1,31.93
1580,1203,T1,1,80.62
1580,1246,T1,1,84.31
1580,1250,T1,1,60.31
1580,1342,T1,1,55.52
1580,1352,T1,1,39.29
1580,1372,T1,1,119.11
1580,1407,T1,1,107.66
1580,1410,T1,1,0
1580,1411,T1,1,39.29
1580,1414,T1,1,31.93
1580,1423,T1,1,24.11
1580,1425,T1,1,31.93
1580,1429,T1,1,37.81
1580,1431,T1,1,54.85
1580,1433,T1,1,16.79
1580,1434,T1,1,37.81
1580,1440,T1,1,0
1580,1442,T1,1,39.29
1580,1443,T1,1,25.65
1580,1448,T1,1,0
1580,1449,T1,1,0
1580,1454,T1,1,0
1580,1463,T1,1,41.72
1580,1467,T1,1,0
1580,1473,T1,1,32.33
1580,1482,T1,1,6.03
1580,1484,T1,1,84.31
1580,1499,T1,1,32.33
1580,1503,T1,1,32.33
1580,1506,T1,1,80.62
1580,1507,T1,1,4.04
1580,1516,T1,1,77.31
1580,1527,T1,1,10.87
1580,1531,T1,1,32.33
1580,1545,T1,1,31.93
1580,1559,T1,1,32.33
1580,1561,T1,1,32.33
1580,1564,T1,1,0
1580,1566,T1,1,39.29
1580,1567,T1,1,0
1580,1571,T1,1,0
1580,1572,T1,1,32.33
1580,1574,T1,1,0
1580,1576,T1,1,32.33
1580,1579,T1,1,0
1580,1580,T1,1,0
1580,1581,T1,1,0
1580,1590,T1,1,32.33
1580,1592,T1,1,0
1580,48FORTY,T1,1,39.29
1580,8001,T1,1,32.33
1580,8002,T1,1,32.33
1580,8003,T1,1,32.33
1580,8004,T1,1,32.33
1580,8006,T1,1,32.33
1580,8007,T1,1,32.33
1580,8008,T1,1,32.33
1580,8009,T1,1,32.33
1580,8011,T1,1,0
1580,8012,T1,1,32.33
1580,8013,T1,1,32.33
1580,8014,T1,1,32.33
1580,8015,T1,1,32.33
1580,8017,T1,1,32.33
1580,8018,T1,1,32.33
1580,8019,T1,1,32.33
1580,8020,T1,1,32.33
1580,8021,T1,1,32.33
1580,8023,T1,1,32.33
1580,8024,T1,1,32.33
1580,8025,T1,1,32.33
1580,8026,T1,1,32.33
1580,90005,T1,1,131.66
1580,90006,T1,1,131.66
1580,AMAZON,T1,1,54.85
1580,AVA,T1,1,32.33
1580,BAKKAFROST,T1,1,0
1580,CancelDuetoHours,T1,1,107.66
1580,CarrierCancel,T1,1,107.66
1580,CarrierLateCancel,T1,1,107.66
1580,CHEP,T1,1,39.29
1580,CiboVita,T1,1,0
1580,Congressional,T1,1,131.66
1580,DOT,T1,1,98.66
1580,FLEX1,T1,1,107.66
1580,FLEX2,T1,1,107.66
1580,FLEX3,T1,1,107.66
1580,LASSONDE,T1,1,63.66
1580,ONEBANANA,T1,1,80.62
1580,PREMIO,T1,1,0
1580,PREMIUMWATER,T1,1,39.29
1580,Purina Allentown,T1,1,39.29
1580,Purina Mechanicsburg,T1,1,39.29
1580,Standby(Overspill),T1,1,107.66
1580,TONU,T1,1,107.66
1580,TONULate,T1,1,107.66
1580,US0007,T1,1,107.66
1581,1023,T1,1,107.66
1581,1035,T1,1,80.62
1581,1081,T1,1,22.5
1581,1091,T1,1,51.4
1581,1094,T1,1,54.85
1581,1096,T1,1,22.5
1581,1119,T1,1,16.79
1581,1129,T1,1,108.66
1581,1134,T1,1,31.93
1581,1138,T1,1,22.5
1581,1162,T1,1,54.85
1581,1166,T1,1,103.91
1581,1176,T1,1,31.93
1581,1177,T1,1,31.93
1581,1203,T1,1,80.62
1581,1246,T1,1,22.5
1581,1250,T1,1,60.31
1581,1342,T1,1,55.52
1581,1352,T1,1,22.5
1581,1372,T1,1,119.11
1581,1407,T1,1,107.66
1581,1410,T1,1,0
1581,1411,T1,1,22.5
1581,1414,T1,1,31.93
1581,1423,T1,1,24.11
1581,1425,T1,1,31.93
1581,1429,T1,1,37.81
1581,1431,T1,1,54.85
1581,1433,T1,1,16.79
1581,1434,T1,1,37.81
1581,1440,T1,1,0
1581,1442,T1,1,22.5
1581,1443,T1,1,25.65
1581,1448,T1,1,0
1581,1449,T1,1,0
1581,1454,T1,1,0
1581,1463,T1,1,41.72
1581,1467,T1,1,0
1581,1473,T1,1,127.33
1581,1482,T1,1,0
1581,1484,T1,1,84.31
1581,1499,T1,1,127.33
1581,1503,T1,1,127.33
1581,1506,T1,1,80.62
1581,1507,T1,1,99.04
1581,1516,T1,1,77.31
1581,1527,T1,1,0
1581,1531,T1,1,127.33
1581,1545,T1,1,31.93
1581,1559,T1,1,127.33
1581,1561,T1,1,127.33
1581,1564,T1,1,127.33
1581,1566,T1,1,22.5
1581,1567,T1,1,95
1581,1571,T1,1,127.33
1581,1572,T1,1,127.33
1581,1574,T1,1,127.33
1581,1576,T1,1,127.33
1581,1579,T1,1,127.33
1581,1580,T1,1,127.33
1581,1581,T1,1,0
1581,1590,T1,1,127.33
1581,1592,T1,1,127.33
1581,48FORTY,T1,1,22.5
1581,8001,T1,1,127.33
1581,8002,T1,1,127.33
1581,8003,T1,1,127.33
1581,8004,T1,1,127.33
1581,8006,T1,1,127.33
1581,8007,T1,1,127.33
1581,8008,T1,1,127.33
1581,8009,T1,1,127.33
1581,8011,T1,1,127.33
1581,8012,T1,1,127.33
1581,8013,T1,1,127.33
1581,8014,T1,1,127.33
1581,8015,T1,1,127.33
1581,8017,T1,1,127.33
1581,8018,T1,1,127.33
1581,8019,T1,1,127.33
1581,8020,T1,1,127.33
1581,8021,T1,1,127.33
1581,8023,T1,1,127.33
1581,8024,T1,1,127.33
1581,8025,T1,1,127.33
1581,8026,T1,1,127.33
1581,90005,T1,1,131.66
1581,90006,T1,1,131.66
1581,AMAZON,T1,1,54.85
1581,AVA,T1,1,127.33
1581,BAKKAFROST,T1,1,0
1581,CancelDuetoHours,T1,1,107.66
1581,CarrierCancel,T1,1,107.66
1581,CarrierLateCancel,T1,1,107.66
1581,CHEP,T1,1,22.5
1581,CiboVita,T1,1,0
1581,Congressional,T1,1,131.66
1581,DOT,T1,1,98.66
1581,FLEX1,T1,1,107.66
1581,FLEX2,T1,1,107.66
1581,FLEX3,T1,1,107.66
1581,LASSONDE,T1,1,63.66
1581,ONEBANANA,T1,1,80.62
1581,PREMIO,T1,1,0
1581,PREMIUMWATER,T1,1,22.5
1581,Purina Allentown,T1,1,22.5
1581,Purina Mechanicsburg,T1,1,22.5
1581,Standby(Overspill),T1,1,107.66
1581,TONU,T1,1,107.66
1581,TONULate,T1,1,107.66
1581,US0007,T1,1,107.66
1590,1023,,0,139.99
1590,1035,T1,1,112.95
1590,1081,,0,71.62
1590,1091,T1,1,83.73
1590,1094,T1,1,87.18
1590,1096,T1,1,71.62
1590,1119,T1,1,49.12
1590,1129,T1,1,140.99
1590,1134,T1,1,64.26
1590,1138,T1,1,71.62
1590,1162,T1,1,87.18
1590,1166,,0,136.24
1590,1176,,0,64.26
1590,1177,,0,64.26
1590,1203,,0,112.95
1590,1246,,0,116.64
1590,1250,,0,92.64
1590,1342,,0,87.85
1590,1352,,0,71.62
1590,1372,,0,32.33
1590,1407,,0,139.99
1590,1410,,0,32.33
1590,1411,,0,71.62
1590,1414,,0,64.26
1590,1423,,0,32.33
1590,1425,,0,64.26
1590,1429,,0,70.14
1590,1431,,0,87.18
1590,1433,,0,49.12
1590,1434,,0,70.14
1590,1440,,0,32.33
1590,1442,,0,71.62
1590,1443,,0,48.09
1590,1448,,0,32.33
1590,1449,,0,32.33
1590,1454,,0,32.33
1590,1463,,0,74.05
1590,1467,,0,32.33
1590,1473,,0,0
1590,1482,,0,38.36
1590,1484,,0,116.64
1590,1499,,0,0
1590,1503,,0,0
1590,1506,,0,112.95
1590,1507,,0,36.37
1590,1516,,0,109.64
1590,1527,,0,43.2
1590,1531,,0,0
1590,1545,,0,64.26
1590,1559,,0,0
1590,1561,,0,0
1590,1564,,0,64.66
1590,1566,,0,71.62
1590,1567,,0,32.33
1590,1571,,0,64.66
1590,1572,,0,0
1590,1574,,0,64.66
1590,1576,,0,0
1590,1579,,0,64.66
1590,1580,,0,64.66
1590,1581,,0,32.33
1590,1590,,0,0
1590,1592,,0,0
1590,48FORTY,,0,71.62
1590,8001,,0,0
1590,8002,,0,0
1590,8003,,0,0
1590,8004,,0,0
1590,8006,,0,0
1590,8007,,0,0
1590,8008,,0,0
1590,8009,,0,0
1590,8011,,0,64.66
1590,8012,,0,0
1590,8013,,0,0
1590,8014,,0,0
1590,8015,,0,0
1590,8017,,0,0
1590,8018,,0,0
1590,8019,,0,0
1590,8020,,0,0
1590,8021,,0,0
1590,8023,,0,0
1590,8024,,0,0
1590,8025,,0,0
1590,8026,,0,0
1590,90005,,0,163.99
1590,90006,,0,163.99
1590,AMAZON,,0,87.18
1590,AVA,,0,0
1590,BAKKAFROST,,0,32.33
1590,CancelDuetoHours,,0,139.99
1590,CarrierCancel,,0,139.99
1590,CarrierLateCancel,,0,139.99
1590,CHEP,,0,71.62
1590,CiboVita,,0,32.33
1590,Congressional,,0,163.99
1590,DOT,,0,130.99
1590,FLEX1,,0,139.99
1590,FLEX2,,0,139.99
1590,FLEX3,,0,139.99
1590,LASSONDE,,0,95.99
1590,ONEBANANA,,0,112.95
1590,PREMIO,,0,32.33
1590,PREMIUMWATER,,0,71.62
1590,Purina Allentown,,0,71.62
1590,Purina Mechanicsburg,,0,71.62
1590,Standby(Overspill),,0,139.99
1590,TONU,,0,139.99
1590,TONULate,,0,139.99
1590,US0007,,0,139.99
1592,1023,,0,139.99
1592,1035,,0,112.95
1592,1081,,0,71.62
1592,1091,,0,83.73
1592,1094,,0,87.18
1592,1096,,0,71.62
1592,1119,,0,49.12
1592,1129,,0,140.99
1592,1134,,0,64.26
1592,1138,,0,71.62
1592,1162,,0,87.18
1592,1166,,0,136.24
1592,1176,,0,64.26
1592,1177,,0,64.26
1592,1203,,0,112.95
1592,1246,,0,116.64
1592,1250,,0,92.64
1592,1342,,0,87.85
1592,1352,,0,71.62
1592,1372,,0,151.44
1592,1407,,0,139.99
1592,1410,,0,32.33
1592,1411,,0,71.62
1592,1414,,0,64.26
1592,1423,,0,56.44
1592,1425,,0,64.26
1592,1429,,0,70.14
1592,1431,,0,87.18
1592,1433,,0,49.12
1592,1434,,0,70.14
1592,1440,,0,32.33
1592,1442,,0,71.62
1592,1443,,0,57.98
1592,1448,,0,32.33
1592,1449,,0,0
1592,1454,,0,32.33
1592,1463,,0,74.05
1592,1467,,0,32.33
1592,1473,,0,0
1592,1482,,0,38.36
1592,1484,,0,116.64
1592,1499,,0,0
1592,1503,,0,0
1592,1506,,0,112.95
1592,1507,,0,36.37
1592,1516,,0,109.64
1592,1527,,0,43.2
1592,1531,,0,0
1592,1545,,0,64.26
1592,1559,,0,0
1592,1561,,0,0
1592,1564,,0,0
1592,1566,,0,71.62
1592,1567,,0,32.33
1592,1571,,0,0
1592,1572,,0,0
1592,1574,,0,0
1592,1576,,0,0
1592,1579,,0,0
1592,1580,,0,0
1592,1581,,0,32.33
1592,1590,,0,0
1592,1592,,0,0
1592,48FORTY,,0,71.62
1592,8001,,0,0
1592,8002,,0,0
1592,8003,,0,0
1592,8004,,0,0
1592,8006,,0,0
1592,8007,,0,0
1592,8008,,0,0
1592,8009,,0,0
1592,8011,,0,0
1592,8012,,0,0
1592,8013,,0,0
1592,8014,,0,0
1592,8015,,0,0
1592,8017,,0,0
1592,8018,,0,0
1592,8019,,0,0
1592,8020,,0,0
1592,8021,,0,0
1592,8023,,0,0
1592,8024,,0,0
1592,8025,,0,0
1592,8026,,0,0
1592,90005,,0,163.99
1592,90006,,0,163.99
1592,AMAZON,,0,87.18
1592,AVA,,0,0
1592,BAKKAFROST,,0,32.33
1592,CancelDuetoHours,,0,139.99
1592,CarrierCancel,,0,139.99
1592,CarrierLateCancel,,0,139.99
1592,CHEP,,0,71.62
1592,CiboVita,,0,32.33
1592,Congressional,,0,163.99
1592,DOT,,0,130.99
1592,FLEX1,,0,139.99
1592,FLEX2,,0,139.99
1592,FLEX3,,0,139.99
1592,LASSONDE,,0,95.99
1592,ONEBANANA,,0,112.95
1592,PREMIO,,0,32.33
1592,PREMIUMWATER,,0,71.62
1592,Purina Allentown,,0,71.62
1592,Purina Mechanicsburg,,0,71.62
1592,Standby(Overspill),,0,139.99
1592,TONU,,0,139.99
1592,TONULate,,0,139.99
1592,US0007,,0,139.99
48FORTY,1023,T1,1,0
48FORTY,1035,T1,1,0
48FORTY,1081,T1,1,0
48FORTY,1091,T1,1,0
48FORTY,1094,T1,1,0
48FORTY,1096,T1,1,0
48FORTY,1119,T1,1,0
48FORTY,1129,T1,1,10
48FORTY,1134,T1,1,0
48FORTY,1138,T1,1,30
48FORTY,1162,T1,1,0
48FORTY,1166,T1,1,5.25
48FORTY,1176,T1,1,0
48FORTY,1177,T1,1,109.9
48FORTY,1203,T1,1,0
48FORTY,1246,T1,1,0
48FORTY,1250,T1,1,0
48FORTY,1342,T1,1,0
48FORTY,1352,T1,1,0
48FORTY,1372,T1,1,102.42
48FORTY,1407,T1,1,0
48FORTY,1410,T1,1,16.79
48FORTY,1411,T1,1,0
48FORTY,1414,T1,1,96.65
48FORTY,1423,T1,1,0
48FORTY,1425,T1,1,96.65
48FORTY,1429,T1,1,82.2
48FORTY,1431,T1,1,0
48FORTY,1433,T1,1,0
48FORTY,1434,T1,1,0
48FORTY,1440,T1,1,0
48FORTY,1442,T1,1,0
48FORTY,1443,T1,1,8.71
48FORTY,1448,T1,1,0
48FORTY,1449,T1,1,10.87
48FORTY,1454,T1,1,0
48FORTY,1463,T1,1,16
48FORTY,1467,T1,1,0
48FORTY,1473,T1,1,144.12
48FORTY,1482,T1,1,0
48FORTY,1484,T1,1,0
48FORTY,1499,T1,1,144.12
48FORTY,1503,T1,1,144.12
48FORTY,1506,T1,1,0
48FORTY,1507,T1,1,55.77
48FORTY,1516,T1,1,0
48FORTY,1527,T1,1,0
48FORTY,1531,T1,1,144.12
48FORTY,1545,T1,1,109.9
48FORTY,1559,T1,1,144.12
48FORTY,1561,T1,1,134.75
48FORTY,1564,T1,1,144.12
48FORTY,1566,T1,1,0
48FORTY,1567,T1,1,111.79
48FORTY,1571,T1,1,144.12
48FORTY,1572,T1,1,144.12
48FORTY,1574,T1,1,144.12
48FORTY,1576,T1,1,144.12
48FORTY,1579,T1,1,144.12
48FORTY,1580,T1,1,144.12
48FORTY,1581,T1,1,16.79
48FORTY,1590,T1,1,144.12
48FORTY,1592,T1,1,144.12
48FORTY,48FORTY,T1,1,0
48FORTY,8001,T1,1,144.12
48FORTY,8002,T1,1,144.12
48FORTY,8003,T1,1,144.12
48FORTY,8004,T1,1,144.12
48FORTY,8006,T1,1,144.12
48FORTY,8007,T1,1,144.12
48FORTY,8008,T1,1,144.12
48FORTY,8009,T1,1,144.12
48FORTY,8011,T1,1,144.12
48FORTY,8012,T1,1,144.12
48FORTY,8013,T1,1,144.12
48FORTY,8014,T1,1,144.12
48FORTY,8015,T1,1,144.12
48FORTY,8017,T1,1,144.12
48FORTY,8018,T1,1,144.12
48FORTY,8019,T1,1,144.12
48FORTY,8020,T1,1,144.12
48FORTY,8021,T1,1,144.12
48FORTY,8023,T1,1,144.12
48FORTY,8024,T1,1,144.12
48FORTY,8025,T1,1,144.12
48FORTY,8026,T1,1,144.12
48FORTY,90005,T1,1,0
48FORTY,90006,T1,1,0
48FORTY,AMAZON,T1,1,0
48FORTY,AVA,T1,1,144.12
48FORTY,BAKKAFROST,T1,1,0
48FORTY,CancelDuetoHours,T1,1,48
48FORTY,CarrierCancel,T1,1,48
48FORTY,CarrierLateCancel,T1,1,48
48FORTY,CHEP,T1,1,0
48FORTY,CiboVita,T1,1,0
48FORTY,Congressional,T1,1,0
48FORTY,DOT,T1,1,0
48FORTY,FLEX1,T1,1,48
48FORTY,FLEX2,T1,1,48
48FORTY,FLEX3,T1,1,48
48FORTY,LASSONDE,T1,1,0
48FORTY,ONEBANANA,T1,1,0
48FORTY,PREMIO,T1,1,0
48FORTY,PREMIUMWATER,T1,1,0
48FORTY,Purina Allentown,T1,1,0
48FORTY,Purina Mechanicsburg,T1,1,0
48FORTY,Standby(Overspill),T1,1,48
48FORTY,TONU,T1,1,48
48FORTY,TONULate,T1,1,48
48FORTY,US0007,T1,1,48
8001,1023,T1,1,139.99
8001,1035,T1,1,112.95
8001,1081,T1,1,71.62
8001,1091,T1,1,83.73
8001,1094,T1,1,87.18
8001,1096,T1,1,71.62
8001,1119,T1,1,49.12
8001,1129,T1,1,140.99
8001,1134,T1,1,64.26
8001,1138,T1,1,71.62
8001,1162,T1,1,87.18
8001,1166,T1,1,136.24
8001,1176,T1,1,64.26
8001,1177,T1,1,64.26
8001,1203,T1,1,112.95
8001,1246,T1,1,116.64
8001,1250,T1,1,92.64
8001,1342,T1,1,87.85
8001,1352,T1,1,71.62
8001,1372,T1,1,151.44
8001,1407,T1,1,139.99
8001,1410,T1,1,32.33
8001,1411,T1,1,71.62
8001,1414,T1,1,64.26
8001,1423,T1,1,56.44
8001,1425,T1,1,64.26
8001,1429,T1,1,70.14
8001,1431,T1,1,87.18
8001,1433,T1,1,49.12
8001,1434,T1,1,70.14
8001,1440,T1,1,32.33
8001,1442,T1,1,71.62
8001,1443,T1,1,57.98
8001,1448,T1,1,32.33
8001,1449,T1,1,32.33
8001,1454,T1,1,32.33
8001,1463,T1,1,74.05
8001,1467,T1,1,32.33
8001,1473,T1,1,0
8001,1482,T1,1,38.36
8001,1484,T1,1,116.64
8001,1499,T1,1,0
8001,1503,T1,1,0
8001,1506,T1,1,112.95
8001,1507,T1,1,36.37
8001,1516,T1,1,109.64
8001,1527,T1,1,43.2
8001,1531,T1,1,0
8001,1545,T1,1,64.26
8001,1559,T1,1,0
8001,1561,T1,1,0
8001,1564,T1,1,64.66
8001,1566,T1,1,71.62
8001,1567,T1,1,32.33
8001,1571,T1,1,64.66
8001,1572,T1,1,0
8001,1574,T1,1,64.66
8001,1576,T1,1,0
8001,1579,T1,1,64.66
8001,1580,T1,1,64.66
8001,1581,T1,1,32.33
8001,1590,T1,1,0
8001,1592,T1,1,0
8001,48FORTY,T1,1,71.62
8001,8001,T1,1,0
8001,8002,T1,1,0
8001,8003,T1,1,0
8001,8004,T1,1,0
8001,8006,T1,1,0
8001,8007,T1,1,0
8001,8008,T1,1,0
8001,8009,T1,1,0
8001,8011,T1,1,64.66
8001,8012,T1,1,0
8001,8013,T1,1,0
8001,8014,T1,1,0
8001,8015,T1,1,0
8001,8017,T1,1,0
8001,8018,T1,1,0
8001,8019,T1,1,0
8001,8020,T1,1,0
8001,8021,T1,1,0
8001,8023,T1,1,0
8001,8024,T1,1,0
8001,8025,T1,1,0
8001,8026,T1,1,0
8001,90005,T1,1,163.99
8001,90006,T1,1,163.99
8001,AMAZON,T1,1,87.18
8001,AVA,T1,1,0
8001,BAKKAFROST,T1,1,32.33
8001,CancelDuetoHours,T1,1,139.99
8001,CarrierCancel,T1,1,139.99
8001,CarrierLateCancel,T1,1,139.99
8001,CHEP,T1,1,71.62
8001,CiboVita,T1,1,32.33
8001,Congressional,T1,1,163.99
8001,DOT,T1,1,130.99
8001,FLEX1,T1,1,139.99
8001,FLEX2,T1,1,139.99
8001,FLEX3,T1,1,139.99
8001,LASSONDE,T1,1,95.99
8001,ONEBANANA,T1,1,112.95
8001,PREMIO,T1,1,32.33
8001,PREMIUMWATER,T1,1,71.62
8001,Purina Allentown,T1,1,71.62
8001,Purina Mechanicsburg,T1,1,71.62
8001,Standby(Overspill),T1,1,139.99
8001,TONU,T1,1,139.99
8001,TONULate,T1,1,139.99
8001,US0007,T1,1,139.99
8002,1023,T1,1,139.99
8002,1035,T1,1,112.95
8002,1081,T1,1,71.62
8002,1091,T1,1,83.73
8002,1094,T1,1,87.18
8002,1096,T1,1,71.62
8002,1119,T1,1,49.12
8002,1129,T1,1,140.99
8002,1134,T1,1,64.26
8002,1138,T1,1,71.62
8002,1162,T1,1,87.18
8002,1166,T1,1,136.24
8002,1176,T1,1,64.26
8002,1177,T1,1,64.26
8002,1203,T1,1,112.95
8002,1246,T1,1,116.64
8002,1250,T1,1,92.64
8002,1342,T1,1,87.85
8002,1352,T1,1,71.62
8002,1372,T1,1,151.44
8002,1407,T1,1,139.99
8002,1410,T1,1,32.33
8002,1411,T1,1,71.62
8002,1414,T1,1,64.26
8002,1423,T1,1,56.44
8002,1425,T1,1,64.26
8002,1429,T1,1,70.14
8002,1431,T1,1,87.18
8002,1433,T1,1,49.12
8002,1434,T1,1,70.14
8002,1440,T1,1,32.33
8002,1442,T1,1,71.62
8002,1443,T1,1,57.98
8002,1448,T1,1,32.33
8002,1449,T1,1,32.33
8002,1454,T1,1,32.33
8002,1463,T1,1,74.05
8002,1467,T1,1,32.33
8002,1473,T1,1,0
8002,1482,T1,1,38.36
8002,1484,T1,1,116.64
8002,1499,T1,1,0
8002,1503,T1,1,0
8002,1506,T1,1,112.95
8002,1507,T1,1,36.37
8002,1516,T1,1,109.64
8002,1527,T1,1,43.2
8002,1531,T1,1,0
8002,1545,T1,1,64.26
8002,1559,T1,1,0
8002,1561,T1,1,0
8002,1564,T1,1,64.66
8002,1566,T1,1,71.62
8002,1567,T1,1,32.33
8002,1571,T1,1,64.66
8002,1572,T1,1,0
8002,1574,T1,1,64.66
8002,1576,T1,1,0
8002,1579,T1,1,64.66
8002,1580,T1,1,64.66
8002,1581,T1,1,32.33
8002,1590,T1,1,0
8002,1592,T1,1,0
8002,48FORTY,T1,1,71.62
8002,8001,T1,1,0
8002,8002,T1,1,0
8002,8003,T1,1,0
8002,8004,T1,1,0
8002,8006,T1,1,0
8002,8007,T1,1,0
8002,8008,T1,1,0
8002,8009,T1,1,0
8002,8011,T1,1,64.66
8002,8012,T1,1,0
8002,8013,T1,1,0
8002,8014,T1,1,0
8002,8015,T1,1,0
8002,8017,T1,1,0
8002,8018,T1,1,0
8002,8019,T1,1,0
8002,8020,T1,1,0
8002,8021,T1,1,0
8002,8023,T1,1,0
8002,8024,T1,1,0
8002,8025,T1,1,0
8002,8026,T1,1,0
8002,90005,T1,1,163.99
8002,90006,T1,1,163.99
8002,AMAZON,T1,1,87.18
8002,AVA,T1,1,0
8002,BAKKAFROST,T1,1,32.33
8002,CancelDuetoHours,T1,1,139.99
8002,CarrierCancel,T1,1,139.99
8002,CarrierLateCancel,T1,1,139.99
8002,CHEP,T1,1,71.62
8002,CiboVita,T1,1,32.33
8002,Congressional,T1,1,163.99
8002,DOT,T1,1,130.99
8002,FLEX1,T1,1,139.99
8002,FLEX2,T1,1,139.99
8002,FLEX3,T1,1,139.99
8002,LASSONDE,T1,1,95.99
8002,ONEBANANA,T1,1,112.95
8002,PREMIO,T1,1,32.33
8002,PREMIUMWATER,T1,1,71.62
8002,Purina Allentown,T1,1,71.62
8002,Purina Mechanicsburg,T1,1,71.62
8002,Standby(Overspill),T1,1,139.99
8002,TONU,T1,1,139.99
8002,TONULate,T1,1,139.99
8002,US0007,T1,1,139.99
8003,1023,T1,1,139.99
8003,1035,T1,1,112.95
8003,1081,T1,1,71.62
8003,1091,T1,1,83.73
8003,1094,T1,1,87.18
8003,1096,T1,1,71.62
8003,1119,T1,1,49.12
8003,1129,T1,1,140.99
8003,1134,T1,1,64.26
8003,1138,T1,1,71.62
8003,1162,T1,1,87.18
8003,1166,T1,1,136.24
